1;0;1861.00;12.82;2109.00;0.00;0.60
2;0;754.00;11.50;556.00;0.00;0.60
3;0;1818.00;10.77;2374.00;0.00;0.84
4;0;1246.00;15.92;959.00;0.00;0.68
5;0;377.00;12.87;484.00;0.00;0.44
6;0;1676.00;11.27;1683.00;0.00;0.28
7;0;1697.00;9.80;1475.00;0.00;0.44
8;0;1265.00;13.27;890.00;0.00;0.56
9;0;606.00;9.97;458.00;0.00;0.48
10;0;1424.00;13.27;907.00;0.00;0.52
11;0;1052.00;10.55;927.00;0.00;0.44
12;0;1055.00;9.80;781.00;0.00;0.40
13;0;347.00;14.05;398.00;0.00;0.48
14;0;291.00;9.82;294.00;0.00;0.52
15;0;1606.00;9.80;1332.00;0.00;0.52
16;0;604.00;10.40;591.00;0.00;0.56
17;0;1120.00;9.80;780.00;0.00;0.32
18;0;1193.00;9.80;1009.00;0.00;0.56
19;0;1534.00;10.55;1974.00;0.00;0.28
20;0;1877.00;10.97;1975.00;0.00;0.88
21;0;1742.00;12.00;1401.00;0.00;0.48
22;0;1165.00;9.80;1053.00;0.00;0.32
23;0;1557.00;12.22;1189.00;0.00;0.48
24;0;1037.00;13.05;623.00;0.00;0.64
25;0;942.00;11.10;606.00;0.00;0.40
26;0;1164.00;9.80;803.00;0.00;0.40
27;0;1944.00;10.90;2134.00;0.00;0.80
28;0;1254.00;14.17;902.00;0.00;0.52
29;0;1102.00;12.05;946.00;0.00;0.52
30;0;570.00;9.80;799.00;0.00;0.40
31;0;1493.00;9.80;809.00;0.00;0.40
32;0;787.00;10.37;536.00;0.00;0.28
33;0;915.00;10.72;722.00;0.00;0.36
34;0;1639.00;10.95;2052.00;0.00;0.44
35;0;1514.00;9.80;948.00;0.00;0.32
36;0;1599.00;9.97;1017.00;0.00;0.44
37;0;1398.00;12.77;930.00;0.00;0.68
38;0;1351.00;12.47;1015.00;0.00;0.76
39;0;967.00;10.55;827.00;0.00;0.28
40;0;594.00;11.05;786.00;0.00;0.40
41;0;2155.00;9.80;2172.00;0.00;0.44
42;0;1613.00;9.80;867.00;0.00;0.52
43;0;2013.00;9.85;2077.00;0.00;1.16
44;0;1315.00;14.80;1052.00;0.00;0.60
45;0;1223.00;12.82;960.00;0.00;0.68
46;0;1754.00;9.80;2088.00;0.00;0.52
47;0;1541.00;13.10;1065.00;0.00;0.60
48;0;1142.00;9.80;1086.00;0.00;0.24
49;0;1525.00;10.20;1551.00;0.00;0.36
50;0;1566.00;10.45;1803.00;0.00;0.40
51;0;1437.00;10.92;719.00;0.00;0.44
52;0;457.00;10.57;461.00;0.00;0.60
53;0;1195.00;10.35;855.00;0.00;0.36
54;0;1796.00;9.92;2240.00;0.00;0.68
55;0;1156.00;9.80;737.00;0.00;0.40
56;0;1665.00;10.57;1197.00;0.00;0.24
