1;arms_factory;2461.00;9.80;2482.00;0.61;0
1;arms_factory;2530.00;9.80;2506.00;1.82;0
1;arms_factory;2457.00;11.10;2444.00;4.84;0
1;arms_factory;2474.00;9.80;2476.00;1.22;0
1;arms_factory;2522.00;10.62;2500.00;5.34;0
1;arms_factory;2379.00;9.80;2383.00;0.26;0
1;industrial_complex;2458.00;9.80;2472.00;3.28;0
1;industrial_complex;2514.00;9.80;2490.00;5.95;0
1;industrial_complex;2451.00;12.03;2498.00;2.33;0
1;industrial_complex;2476.00;11.20;2466.00;0.17;0
1;industrial_complex;2550.00;10.12;2526.00;1.73;0
1;industrial_complex;2456.00;9.82;2487.00;4.39;0
1;air_base;2361.00;9.80;2354.00;0.78;0
1;supply_node;2442.00;10.40;2460.00;5.06;0
1;supply_node;2425.00;9.80;2436.00;1.71;0
1;supply_node;2545.00;10.07;2520.00;4.30;0
1;supply_node;2449.00;13.03;2490.00;0.95;0
1;supply_node;2381.00;9.80;2389.00;3.88;0
1;supply_node;2403.00;10.28;2401.00;0.18;0
1;supply_node;2372.00;10.28;2364.00;3.12;0
1;supply_node;2352.00;10.78;2343.00;4.60;0
1;supply_node;2470.00;10.05;2471.00;2.36;0
1;supply_node;2519.00;11.53;2501.00;3.84;0
1;supply_node;2455.00;10.85;2446.00;0.49;0
1;supply_node;2528.00;9.95;2520.00;3.42;0
1;supply_node;2496.00;9.80;2482.00;6.01;0
1;supply_node;2404.00;11.75;2418.00;2.66;0
1;naval_base;2350.00;9.55;2348.00;-0.79;2308
1;naval_base;2406.00;9.57;2395.00;1.11;2660
1;naval_base;2429.00;9.50;2435.00;0.42;2787
1;naval_base;2386.00;9.53;2409.00;-2.11;2748
1;naval_base;2475.00;9.53;2459.00;0.39;2787
1;naval_base;2506.00;9.50;2498.00;-1.41;2331
1;naval_base;2435.00;9.55;2468.00;-2.19;3095
1;naval_base;2441.00;9.50;2495.00;-1.74;3095
1;naval_base;2364.00;9.57;2352.00;0.98;3168
1;naval_base;2379.00;9.78;2395.00;-1.82;2865
1;naval_base;2455.00;9.55;2432.00;0.69;2787
1;naval_base;2530.00;9.80;2534.00;-2.55;3164
1;naval_base;2554.00;10.88;2536.00;-3.44;3164
1;naval_base;2507.00;9.55;2482.00;0.38;2892
1;bunker;2543.00;9.80;2516.00;4.02;0
1;bunker;2371.00;10.73;2359.00;0.41;0
1;bunker;2389.00;10.43;2398.00;3.07;0
1;bunker;2474.00;9.80;2472.00;6.09;0
1;bunker;2533.00;9.90;2521.00;2.47;0
1;bunker;2446.00;10.55;2453.00;5.13;0
1;bunker;2455.00;10.30;2449.00;1.52;0
1;bunker;2450.00;13.85;2491.00;4.54;0
1;bunker;2426.00;9.80;2443.00;5.74;0
1;bunker;2417.00;9.85;2409.00;3.58;0
1;bunker;2506.00;9.80;2485.00;5.14;0
1;bunker;2511.00;9.80;2490.00;1.52;0
1;bunker;2409.00;10.95;2417.00;4.19;0
1;bunker;2352.00;12.65;2337.00;2.03;0
1;coastal_bunker;2517.00;9.55;2518.00;-2.55;0
1;coastal_bunker;2373.00;9.50;2374.00;-1.89;0
1;coastal_bunker;2410.00;9.80;2448.00;-2.21;0
1;coastal_bunker;2376.00;9.50;2379.00;-1.82;0
1;coastal_bunker;2432.00;9.57;2466.00;-2.19;0
1;coastal_bunker;2511.00;9.55;2505.00;-2.29;0
1;coastal_bunker;2344.00;9.50;2342.00;-0.79;0
1;coastal_bunker;2476.00;9.55;2481.00;-3.24;0
1;coastal_bunker;2549.00;11.25;2538.00;-3.44;0
1;coastal_bunker;2402.00;9.53;2392.00;1.11;0
1;coastal_bunker;2441.00;9.50;2496.00;-1.74;0
1;coastal_bunker;2492.00;9.80;2475.00;0.38;0
1;coastal_bunker;2391.00;9.53;2412.00;-2.11;0
1;coastal_bunker;2445.00;10.03;2429.00;0.69;0
1;dockyard;2386.00;9.78;2408.00;-2.11;0
1;anti_air_building;2452.00;9.80;2470.00;0.99;0
1;anti_air_building;2439.00;9.80;2438.00;3.66;0
1;anti_air_building;2454.00;12.80;2441.00;0.04;0
1;synthetic_refinery;2453.00;10.30;2463.00;2.70;0
1;fuel_silo;2519.00;9.88;2496.00;5.72;0
1;radar_station;2450.00;10.57;2435.00;3.12;0
1;rocket_site;2450.00;10.32;2457.00;4.76;0
1;nuclear_reactor;2458.00;9.80;2480.00;2.61;0
1;floating_harbor;2429.30;9.50;2469.07;0.95;261
1;floating_harbor;2431.84;9.50;2420.60;-2.72;389
1;floating_harbor;2554.35;9.50;2502.85;-2.64;652
1;floating_harbor;2436.10;9.50;2492.15;1.41;732
1;floating_harbor;2343.00;9.50;2393.00;1.50;915
1;floating_harbor;2415.26;9.50;2394.87;-2.03;960
1;floating_harbor;2343.00;9.50;2393.00;0.66;968
1;floating_harbor;2342.05;9.50;2333.05;-3.93;1024
1;floating_harbor;2471.70;9.50;2487.97;-0.10;1083
1;floating_harbor;2529.95;9.50;2490.05;-2.36;1246
1;floating_harbor;2464.48;9.50;2434.62;-2.45;1399
1;floating_harbor;2520.12;9.50;2531.82;0.59;1598
1;floating_harbor;2500.60;9.50;2470.50;-2.76;1599
1;floating_harbor;2393.00;9.50;2424.60;1.03;1600
2;arms_factory;2233.00;10.30;2284.00;4.84;0
2;arms_factory;2270.00;9.80;2301.00;1.22;0
2;arms_factory;2233.00;9.80;2272.00;5.34;0
2;arms_factory;2241.00;10.12;2285.00;0.26;0
2;arms_factory;2247.00;10.38;2314.00;3.28;0
2;arms_factory;2227.00;9.80;2262.00;5.95;0
2;industrial_complex;2193.00;9.80;2204.00;2.33;0
2;industrial_complex;2268.00;10.20;2328.00;0.17;0
2;industrial_complex;2227.00;9.80;2264.00;1.73;0
2;industrial_complex;2278.00;9.80;2303.00;4.39;0
2;industrial_complex;2205.00;9.80;2241.00;0.78;0
2;industrial_complex;2219.00;9.80;2253.00;4.90;0
2;air_base;2249.00;10.15;2317.00;5.00;0
2;supply_node;2193.00;9.80;2215.00;4.30;0
2;supply_node;2252.00;11.20;2310.00;0.95;0
2;supply_node;2240.00;10.07;2285.00;3.88;0
2;supply_node;2212.00;9.82;2241.00;0.18;0
2;supply_node;2269.00;9.82;2303.00;3.12;0
2;supply_node;2277.00;9.80;2321.00;4.60;0
2;supply_node;2226.00;9.80;2264.00;2.36;0
2;naval_base;2229.00;9.50;2254.00;0.88;3087
2;naval_base;2200.00;9.80;2213.00;-4.47;3087
2;naval_base;2223.00;9.82;2239.00;1.11;3087
2;naval_base;2300.00;9.53;2315.00;1.44;2308
2;naval_base;2237.00;9.82;2273.00;0.22;3087
2;naval_base;2274.00;9.50;2298.00;0.00;2555
2;naval_base;2247.00;9.60;2316.00;-2.90;2456
2;bunker;2286.00;9.80;2320.00;2.40;0
2;bunker;2263.00;10.03;2311.00;5.07;0
2;bunker;2247.00;9.80;2287.00;1.45;0
2;bunker;2222.00;9.80;2258.00;4.47;0
2;bunker;2195.00;9.80;2205.00;0.85;0
2;bunker;2276.00;11.98;2308.00;3.51;0
2;bunker;2220.00;10.05;2240.00;1.35;0
2;coastal_bunker;2201.00;9.80;2223.00;-4.47;0
2;coastal_bunker;2202.00;9.50;2241.00;-1.57;0
2;coastal_bunker;2284.00;9.53;2305.00;-4.47;0
2;coastal_bunker;2232.00;9.50;2254.00;0.88;0
2;coastal_bunker;2245.00;9.75;2312.00;-1.21;0
2;coastal_bunker;2256.00;9.60;2334.00;-3.46;0
2;coastal_bunker;2230.00;9.80;2283.00;-2.09;0
2;dockyard;2235.00;9.75;2267.00;0.88;0
2;anti_air_building;2242.00;9.80;2280.00;6.09;0
2;anti_air_building;2234.00;10.95;2290.00;2.47;0
2;anti_air_building;2256.00;11.70;2319.00;5.13;0
2;synthetic_refinery;2234.00;9.88;2282.00;1.52;0
2;fuel_silo;2189.00;9.80;2210.00;4.54;0
2;rocket_site;2234.00;9.80;2270.00;3.58;0
2;nuclear_reactor;2272.00;11.65;2307.00;5.14;0
2;floating_harbor;2207.79;9.50;2218.70;-1.33;59
2;floating_harbor;2237.45;9.50;2304.54;-4.35;394
2;floating_harbor;2243.52;9.50;2269.17;-2.92;399
2;floating_harbor;2210.13;9.50;2255.95;0.12;707
2;floating_harbor;2269.00;9.50;2290.00;-3.14;1294
2;floating_harbor;2281.21;9.50;2333.64;-0.32;1602
2;floating_harbor;2237.38;9.50;2254.52;-2.27;1605
3;arms_factory;2337.00;9.78;2231.00;5.34;0
3;arms_factory;2337.00;9.78;2231.00;0.26;0
3;arms_factory;2330.00;10.12;2227.00;3.28;0
3;arms_factory;2343.00;9.80;2223.00;5.95;0
3;arms_factory;2343.00;9.80;2223.00;2.33;0
3;arms_factory;2333.00;9.82;2221.00;0.17;0
3;industrial_complex;2333.00;9.82;2221.00;1.73;0
3;industrial_complex;2328.00;9.82;2224.00;4.39;0
3;industrial_complex;2331.00;9.80;2212.00;0.78;0
3;industrial_complex;2331.00;9.80;2212.00;4.90;0
3;industrial_complex;2327.00;9.80;2218.00;5.00;0
3;industrial_complex;2351.00;9.80;2231.00;2.84;0
3;air_base;2352.00;9.80;2233.00;5.50;0
3;supply_node;2345.00;9.80;2230.00;3.88;0
3;supply_node;2329.00;9.80;2220.00;0.18;0
3;naval_base;2322.00;9.50;2217.00;-0.32;3021
3;naval_base;2348.00;9.53;2226.00;1.29;2364
3;bunker;2327.00;9.90;2225.00;5.51;0
3;bunker;2350.00;9.80;2238.00;3.35;0
3;coastal_bunker;2327.00;9.50;2214.00;-0.32;0
3;coastal_bunker;2339.00;9.55;2236.00;-3.42;0
3;dockyard;2348.00;9.80;2227.00;1.29;0
3;anti_air_building;2329.00;9.80;2222.00;1.80;0
3;anti_air_building;2329.00;9.80;2222.00;3.00;0
3;anti_air_building;2353.00;9.80;2236.00;0.84;0
3;synthetic_refinery;2331.00;9.80;2214.00;2.40;0
3;fuel_silo;2332.00;9.80;2214.00;5.07;0
3;radar_station;2340.00;9.80;2226.00;4.07;0
3;rocket_site;2343.00;9.80;2232.00;4.47;0
3;nuclear_reactor;2343.00;9.80;2234.00;0.85;0
3;floating_harbor;2358.73;9.50;2226.08;-1.85;890
3;floating_harbor;2325.79;9.50;2210.36;-3.46;1608
4;arms_factory;1841.00;10.05;2340.00;3.28;0
4;arms_factory;1726.00;9.80;2416.00;5.95;0
4;arms_factory;1787.00;10.32;2373.00;2.33;0
4;arms_factory;1747.00;9.80;2381.00;0.17;0
4;arms_factory;1793.00;9.82;2401.00;1.73;0
4;arms_factory;1793.00;9.80;2395.00;4.39;0
4;industrial_complex;1749.00;9.80;2430.00;0.78;0
4;industrial_complex;1770.00;9.80;2400.00;4.90;0
4;industrial_complex;1828.00;10.00;2373.00;5.00;0
4;industrial_complex;1796.00;9.80;2384.00;2.84;0
4;industrial_complex;1777.00;9.80;2422.00;5.50;0
4;industrial_complex;1851.00;10.15;2327.00;0.78;0
4;air_base;1831.00;9.80;2362.00;3.45;0
4;supply_node;1818.00;10.78;2374.00;3.12;0
4;supply_node;1847.00;9.80;2344.00;4.60;0
4;supply_node;1744.00;9.80;2386.00;2.36;0
4;supply_node;1742.00;9.80;2431.00;3.84;0
4;supply_node;1801.00;9.80;2407.00;0.49;0
4;supply_node;1768.00;9.80;2408.00;3.42;0
4;supply_node;1763.00;9.80;2444.00;6.01;0
4;supply_node;1827.00;11.35;2333.00;2.66;0
4;supply_node;1736.00;9.80;2407.00;4.14;0
4;supply_node;1784.00;9.80;2430.00;1.90;0
4;supply_node;1764.00;9.80;2372.00;4.83;0
4;supply_node;1788.00;10.43;2378.00;0.03;0
4;naval_base;1786.00;9.78;2440.00;-3.84;2419
4;naval_base;1738.00;9.50;2376.00;-1.25;2860
4;naval_base;1762.00;9.78;2466.00;-2.74;2235
4;naval_base;1798.00;9.80;2425.00;-3.79;2419
4;naval_base;1834.00;9.80;2382.00;-4.00;3166
4;naval_base;1723.00;9.50;2409.00;-1.66;2860
4;naval_base;1842.00;9.80;2369.00;-3.09;3166
4;naval_base;1729.00;9.80;2449.00;-2.40;2235
4;bunker;1739.00;9.80;2440.00;6.08;0
4;bunker;1774.00;9.80;2432.00;6.18;0
4;bunker;1807.00;9.80;2412.00;4.02;0
4;bunker;1787.00;9.98;2363.00;0.41;0
4;bunker;1818.00;9.98;2355.00;3.07;0
4;bunker;1727.00;9.80;2418.00;6.09;0
4;bunker;1771.00;9.80;2375.00;2.47;0
4;bunker;1852.00;10.00;2328.00;5.13;0
4;bunker;1835.00;11.53;2323.00;1.52;0
4;bunker;1768.00;9.80;2451.00;4.54;0
4;bunker;1773.00;9.85;2397.00;5.74;0
4;bunker;1756.00;9.80;2391.00;3.58;0
4;coastal_bunker;1725.00;9.55;2405.00;-1.66;0
4;coastal_bunker;1817.00;9.80;2404.00;1.35;0
4;coastal_bunker;1865.00;9.73;2342.00;-4.57;0
4;coastal_bunker;1739.00;9.75;2445.00;-2.40;0
4;coastal_bunker;1829.00;9.98;2392.00;-4.00;0
4;coastal_bunker;1739.00;9.50;2374.00;-1.25;0
4;coastal_bunker;1758.00;9.53;2465.00;-2.74;0
4;coastal_bunker;1790.00;9.80;2435.00;-3.84;0
4;dockyard;1736.00;9.50;2382.00;-1.25;0
4;anti_air_building;1781.00;9.80;2393.00;4.70;0
4;anti_air_building;1751.00;9.80;2428.00;2.54;0
4;anti_air_building;1766.00;9.80;2398.00;3.74;0
4;synthetic_refinery;1805.00;9.82;2372.00;0.48;0
4;fuel_silo;1774.00;9.80;2383.00;3.14;0
4;radar_station;1797.00;9.80;2390.00;1.40;0
4;rocket_site;1821.00;9.80;2398.00;2.54;0
